City,Country,Genres
Andorra la Vella,AD,spanish pop,urbano espanol,rap espanol,cantautor,musica catalana,pop flamenco,trap latino,indie catala,rock catala,rumba,spanish hip hop,spanish pop rock,latin arena pop,latin pop,catalan folk,spanish rock,flamenco urbano,latin,drill espanol,latin viral pop,reggae catala,rock en espanol,flamenco fusion,mestissatge,reggaeton,spanish new wave,dembow,dominican pop,electro latino,eurovision,flamenco,latin hip hop,latin rock,rap catala,rap dominicano,rap underground espanol,reggaeton flow,spanish punk,trap triste,tropical,
Andorra la Vella,AD,spanish pop,urbano espanol,rap espanol,cantautor,musica catalana,pop flamenco,trap latino,indie catala,rock catala,rumba,spanish hip hop,spanish pop rock,latin arena pop,latin pop,catalan folk,spanish rock,flamenco urbano,latin,drill espanol,latin viral pop,reggae catala,rock en espanol,flamenco fusion,mestissatge,reggaeton,spanish new wave,dembow,dominican pop,electro latino,eurovision,flamenco,latin hip hop,latin rock,rap catala,rap dominicano,rap underground espanol,reggaeton flow,spanish punk,trap triste,tropical,
